Feature_1,Feature_2,Correlation,Abs_Correlation
close_rolling_min_50,close_rolling_q75_50,0.9996954639278013,0.9996954639278013
close_rolling_min_5,close_rolling_max_20,0.9996952533546173,0.9996952533546173
ema_100,close_rolling_q25_5,0.999694002347507,0.999694002347507
sma_10,H1_low,0.9996939103275134,0.9996939103275134
close_rolling_mean_10,H1_low,0.9996939103275134,0.9996939103275134
close_rolling_median_5,close_rolling_min_20,0.9996936420034026,0.9996936420034026
ema_10,ichimoku_ics_26,0.9996935564629983,0.9996935564629983
close_rolling_q25_20,close_lag_2,0.9996934454819772,0.9996934454819772
bb_lower,close_rolling_q75_5,0.9996928725165286,0.9996928725165286
ema_50,close_rolling_median_20,0.9996928069328362,0.9996928069328362
ichimoku_its_9,H1_close,0.9996927565104367,0.9996927565104367
ema_50,H1_close,0.9996927242743261,0.9996927242743261
ema_5,close_rolling_q75_20,0.9996924362525005,0.9996924362525005
close_rolling_max_20,close_lag_2,0.9996921625249023,0.9996921625249023
ichimoku_ics_26,close_lag_1,0.999692031111467,0.999692031111467
bb_upper,close_rolling_q75_10,0.9996917179225019,0.9996917179225019
close_rolling_mean_10,H1_open,0.9996900382380487,0.9996900382380487
sma_10,H1_open,0.9996900382380487,0.9996900382380487
ema_10,close_rolling_max_20,0.99968972491013,0.99968972491013
ema_5,close_rolling_median_20,0.9996889304814938,0.9996889304814938
close_rolling_max_10,H1_open,0.999688553161281,0.999688553161281
close_rolling_q25_10,close_lag_20,0.9996883563558226,0.9996883563558226
close_rolling_median_10,close_lag_20,0.9996883175835691,0.9996883175835691
close_rolling_q75_10,H1_open,0.9996875024463168,0.9996875024463168
ema_100,close_rolling_min_5,0.9996873775680563,0.9996873775680563
ema_20,close_rolling_min_20,0.9996870874468128,0.9996870874468128
ema_50,close_rolling_q25_20,0.9996870091152383,0.9996870091152383
close_rolling_q75_20,close_lag_1,0.9996858135342048,0.9996858135342048
bb_lower,close_rolling_mean_5,0.9996849339912152,0.9996849339912152
sma_5,bb_lower,0.9996849339912152,0.9996849339912152
close_rolling_q75_10,close_lag_20,0.9996847670207534,0.9996847670207534
close_rolling_median_10,H1_low,0.9996845289839104,0.9996845289839104
ema_50,close_rolling_q75_20,0.9996844205430481,0.9996844205430481
close_rolling_q75_5,close_rolling_min_20,0.999683342434907,0.999683342434907
bb_lower,close_rolling_min_10,0.9996823260337848,0.9996823260337848
close_rolling_median_10,H1_open,0.9996822816534947,0.9996822816534947
close_rolling_min_20,close_lag_3,0.9996819161468129,0.9996819161468129
bb_lower,close_rolling_median_5,0.9996818493064556,0.9996818493064556
open,sma_20,0.9996810803007015,0.9996810803007015
open,close_rolling_mean_20,0.9996810803007015,0.9996810803007015
open,bb_middle,0.9996810803007012,0.9996810803007012
close_rolling_median_20,close_lag_1,0.9996801814250703,0.9996801814250703
high,bb_middle,0.9996800079013435,0.9996800079013435
high,close_rolling_mean_20,0.9996800079013435,0.9996800079013435
high,sma_20,0.9996800079013435,0.9996800079013435
ema_100,close_lag_10,0.9996798488242672,0.9996798488242672
close_rolling_min_10,close_lag_20,0.9996793720364315,0.9996793720364315
ichimoku_its_9,close_lag_20,0.9996785585965318,0.9996785585965318
ema_5,close_rolling_q25_20,0.9996774616546883,0.9996774616546883
ema_5,close_rolling_max_20,0.9996773519428176,0.9996773519428176
close_rolling_max_10,close_lag_20,0.9996769444142153,0.9996769444142153
close_rolling_max_20,close_lag_1,0.9996768559643058,0.9996768559643058
close,close_rolling_mean_20,0.9996753661709052,0.9996753661709052
close,bb_middle,0.9996753661709052,0.9996753661709052
close,sma_20,0.9996753661709052,0.9996753661709052
low,sma_20,0.9996752767825723,0.9996752767825723
low,close_rolling_mean_20,0.9996752767825723,0.9996752767825723
low,bb_middle,0.9996752767825716,0.9996752767825716
ema_50,close_lag_20,0.999675264023172,0.999675264023172
ema_100,ichimoku_its_9,0.9996746511194636,0.9996746511194636
sma_10,H1_close,0.9996734669819565,0.9996734669819565
close_rolling_mean_10,H1_close,0.9996734669819565,0.9996734669819565
close_rolling_q25_10,H1_open,0.999673138313145,0.999673138313145
high,close_rolling_max_20,0.9996720177781756,0.9996720177781756
ichimoku_iks_26,close_lag_5,0.9996719200170282,0.9996719200170282
close_rolling_max_5,close_rolling_min_20,0.99967079395884,0.99967079395884
close_lag_10,H1_high,0.999670544744657,0.999670544744657
close_rolling_q75_10,H1_low,0.9996704863613344,0.9996704863613344
bb_upper,close_lag_5,0.9996702354975485,0.9996702354975485
close_rolling_q25_20,close_lag_1,0.9996697823422073,0.9996697823422073
high,close_rolling_q75_20,0.9996693428717844,0.9996693428717844
bb_lower,close_lag_3,0.9996690259334329,0.9996690259334329
ema_10,close_rolling_min_20,0.9996689686638927,0.9996689686638927
bb_lower,close_rolling_q25_5,0.999667861336853,0.999667861336853
open,close_rolling_q75_20,0.9996674386818246,0.9996674386818246
ichimoku_ics_26,close_lag_2,0.9996670122976764,0.9996670122976764
ichimoku_ics_26,H1_high,0.9996665370056587,0.9996665370056587
close_rolling_q75_10,H1_close,0.9996662472202259,0.9996662472202259
sma_10,ema_100,0.9996660737680848,0.9996660737680848
ema_100,close_rolling_mean_10,0.9996660737680846,0.9996660737680846
open,close_rolling_max_20,0.9996654492823853,0.9996654492823853
close_rolling_min_10,H1_high,0.9996653656707972,0.9996653656707972
ema_20,ichimoku_ics_26,0.9996653116710075,0.9996653116710075
close_rolling_median_10,H1_close,0.9996644442011807,0.9996644442011807
close_rolling_max_10,H1_close,0.999664077271508,0.999664077271508
close_lag_10,H1_open,0.999664052904676,0.999664052904676
close_rolling_min_20,close_lag_2,0.999663773455728,0.999663773455728
open,close_rolling_median_20,0.9996618729695426,0.9996618729695426
close,close_rolling_q75_20,0.9996615347369111,0.9996615347369111
high,close_rolling_median_20,0.999660850088981,0.999660850088981
close,close_rolling_max_20,0.9996607892203344,0.9996607892203344
ichimoku_ics_26,H1_low,0.999660233798457,0.999660233798457
ema_50,close_rolling_max_20,0.9996601779021878,0.9996601779021878
close_rolling_q25_10,H1_close,0.9996601285402896,0.9996601285402896
ema_100,close_rolling_median_10,0.9996594299521481,0.9996594299521481
low,close_rolling_q75_20,0.9996583305173479,0.9996583305173479
sma_5,ichimoku_iks_26,0.9996581780345922,0.9996581780345922
ichimoku_iks_26,close_rolling_mean_5,0.999658178034592,0.999658178034592
ema_100,close_rolling_q75_10,0.9996580785972795,0.9996580785972795
H1_high,H1_low,0.9996576109311672,0.9996576109311672
ema_50,close_rolling_min_20,0.9996565258261833,0.9996565258261833
close,close_rolling_median_20,0.9996558350620538,0.9996558350620538
bb_upper,close_rolling_min_5,0.9996556824516967,0.9996556824516967
low,close_rolling_median_20,0.9996556492599256,0.9996556492599256
close_rolling_min_10,H1_open,0.999655569333966,0.999655569333966
ema_100,close_rolling_q25_10,0.9996555006541125,0.9996555006541125
ichimoku_iks_26,close_rolling_q75_5,0.999653592386971,0.999653592386971
ichimoku_iks_26,close_rolling_median_5,0.9996533159046402,0.9996533159046402
low,close_rolling_max_20,0.9996529609345861,0.9996529609345861
ichimoku_iks_26,close_rolling_max_5,0.9996523649209871,0.9996523649209871
ema_100,close_rolling_max_10,0.9996519774050215,0.9996519774050215
ichimoku_iks_26,close_rolling_q25_5,0.9996519593719453,0.9996519593719453
ema_20,bb_lower,0.9996516252099786,0.9996516252099786
bb_upper,close_rolling_max_10,0.999651607326127,0.999651607326127
open,close_rolling_q25_20,0.9996514773621414,0.9996514773621414
close_rolling_min_10,H1_close,0.9996512695441666,0.9996512695441666
bb_lower,close_lag_2,0.9996503681513238,0.9996503681513238
close_rolling_max_10,H1_low,0.9996495653209458,0.9996495653209458
sma_5,ichimoku_ics_26,0.9996492424887943,0.9996492424887943
ichimoku_ics_26,close_rolling_mean_5,0.9996492424887938,0.9996492424887938
bb_lower,close_rolling_min_5,0.999648994502745,0.999648994502745
ema_5,close_rolling_min_20,0.9996488009583956,0.9996488009583956
low,close_rolling_q25_20,0.999648527844682,0.999648527844682
ichimoku_iks_26,close_rolling_min_5,0.9996482983638771,0.9996482983638771
ema_20,ichimoku_iks_26,0.9996479300365361,0.9996479300365361
high,close_rolling_q25_20,0.9996474389693961,0.9996474389693961
ema_10,bb_lower,0.9996474201148199,0.9996474201148199
close,close_rolling_q25_20,0.9996455452559736,0.9996455452559736
ichimoku_ics_26,close_rolling_max_5,0.9996451790253456,0.9996451790253456
ichimoku_ics_26,close_rolling_q75_5,0.9996451300604653,0.9996451300604653
close_rolling_min_20,close_lag_1,0.9996449867224083,0.9996449867224083
bb_upper,close_rolling_q25_5,0.9996440482551064,0.9996440482551064
ichimoku_ics_26,close_rolling_median_5,0.99964396652369,0.99964396652369
ichimoku_ics_26,close_rolling_q25_5,0.9996419578366111,0.9996419578366111
ichimoku_ics_26,close_lag_3,0.9996419551848824,0.9996419551848824
ema_100,close_rolling_min_10,0.9996406840382943,0.9996406840382943
ema_20,close_lag_20,0.9996406487546379,0.9996406487546379
ema_20,bb_upper,0.999640159392659,0.999640159392659
ichimoku_iks_26,close_lag_3,0.9996397453098482,0.9996397453098482
ichimoku_ics_26,close_rolling_min_5,0.999638628557196,0.999638628557196
bb_upper,close_rolling_mean_5,0.9996360093439016,0.9996360093439016
sma_5,bb_upper,0.9996360093439014,0.9996360093439014
ema_50,ichimoku_iks_26,0.9996339345449671,0.9996339345449671
close_rolling_max_20,H1_high,0.9996336314308959,0.9996336314308959
low,close_rolling_min_20,0.9996329010710306,0.9996329010710306
ema_5,bb_lower,0.9996328300715421,0.9996328300715421
bb_upper,close_rolling_median_5,0.9996308928745514,0.9996308928745514
bb_lower,close_lag_1,0.9996301704027866,0.9996301704027866
ema_100,H1_low,0.9996301007110344,0.9996301007110344
sma_50,ichimoku_iks_26,0.9996299167654035,0.9996299167654035
ichimoku_iks_26,close_rolling_mean_50,0.9996299167654032,0.9996299167654032
close_lag_5,close_lag_20,0.9996295454951839,0.9996295454951839
open,close_rolling_min_20,0.9996292729237695,0.9996292729237695
ema_10,ichimoku_iks_26,0.999626658078428,0.999626658078428
close_lag_10,H1_low,0.9996257349418514,0.9996257349418514
close,close_rolling_min_20,0.9996251668885323,0.9996251668885323
bb_upper,close_lag_3,0.9996247333117294,0.9996247333117294
ichimoku_iks_26,close_lag_2,0.9996228781754944,0.9996228781754944
high,bb_lower,0.9996217291731503,0.9996217291731503
high,close_rolling_min_20,0.9996207877300428,0.9996207877300428
bb_upper,bb_lower,0.9996179894872573,0.9996179894872573
bb_upper,close_rolling_q75_5,0.9996170205123115,0.9996170205123115
ichimoku_iks_26,close_rolling_median_50,0.9996151101453575,0.9996151101453575
ema_10,bb_upper,0.9996145170532468,0.9996145170532468
open,bb_lower,0.999614155297261,0.999614155297261
ema_50,bb_upper,0.9996135779573633,0.9996135779573633
H1_low,H4_low,0.9996113200759996,0.9996113200759996
H1_close,H1_open,0.9996102862045464,0.9996102862045464
close,bb_lower,0.9996082730380855,0.9996082730380855
ema_5,ichimoku_iks_26,0.9996080665616648,0.9996080665616648
ichimoku_iks_26,close_lag_1,0.9996053852971768,0.9996053852971768
ema_50,bb_lower,0.9996046603534727,0.9996046603534727
close_rolling_q75_20,H1_high,0.9996014206835143,0.9996014206835143
bb_upper,close_rolling_max_5,0.9996010924501648,0.9996010924501648
bb_upper,close_lag_2,0.9996007289036014,0.9996007289036014
low,bb_lower,0.999599200917123,0.999599200917123
ema_100,close_lag_20,0.9995985411661887,0.9995985411661887
bb_lower,H1_high,0.999596842401368,0.999596842401368
ichimoku_ics_26,close_lag_5,0.9995921989733381,0.9995921989733381
open,ichimoku_iks_26,0.9995918873895131,0.9995918873895131
sma_5,close_lag_20,0.9995912649847798,0.9995912649847798
close_rolling_mean_5,close_lag_20,0.9995912649847798,0.9995912649847798
high,ichimoku_iks_26,0.9995908813360556,0.9995908813360556
ema_100,bb_middle,0.9995871712304114,0.9995871712304114
sma_20,ema_100,0.9995871712304114,0.9995871712304114
ema_100,close_rolling_mean_20,0.9995871712304111,0.9995871712304111
low,ichimoku_iks_26,0.9995871685271202,0.9995871685271202
sma_20,H1_high,0.9995870323128488,0.9995870323128488
close_rolling_mean_20,H1_high,0.9995870323128488,0.9995870323128488
bb_middle,H1_high,0.9995870323128486,0.9995870323128486
close,ichimoku_iks_26,0.9995868962276906,0.9995868962276906
close_rolling_median_5,close_lag_20,0.9995867501165602,0.9995867501165602
close_rolling_q75_5,close_lag_20,0.9995864644530439,0.9995864644530439
close_rolling_q25_5,close_lag_20,0.9995857093943477,0.9995857093943477
ema_5,bb_upper,0.9995852046538259,0.9995852046538259
close_rolling_max_5,close_lag_20,0.9995847114036827,0.9995847114036827
ichimoku_iks_26,close_rolling_q75_50,0.9995845560606482,0.9995845560606482
ema_10,close_lag_20,0.9995829060843552,0.9995829060843552
ichimoku_its_9,ichimoku_ics_26,0.9995822169058486,0.9995822169058486
ema_50,ichimoku_ics_26,0.9995821180753552,0.9995821180753552
close_rolling_min_5,close_lag_20,0.999581333150487,0.999581333150487
close_lag_3,close_lag_20,0.9995799530647179,0.9995799530647179
close_lag_10,H1_close,0.999579180663052,0.999579180663052
sma_20,H1_open,0.9995780353948024,0.9995780353948024
close_rolling_mean_20,H1_open,0.9995780353948024,0.9995780353948024
bb_middle,H1_open,0.9995780353948022,0.9995780353948022
bb_upper,close_lag_1,0.9995760552163863,0.9995760552163863
ema_100,close_rolling_median_20,0.9995734989833533,0.9995734989833533
ichimoku_iks_26,close_rolling_q25_50,0.9995694466291807,0.9995694466291807
close_rolling_median_20,H1_high,0.9995691335335621,0.9995691335335621
ema_100,close_rolling_q25_20,0.999568305502402,0.999568305502402
close_rolling_q75_20,H1_open,0.999568276209914,0.999568276209914
ema_100,close_rolling_q75_20,0.999567001223217,0.999567001223217
close_rolling_max_20,H1_open,0.9995667725847965,0.9995667725847965
close_rolling_median_50,close_lag_20,0.9995653390189232,0.9995653390189232
ichimoku_ics_26,close_rolling_mean_10,0.9995626892332597,0.9995626892332597
sma_10,ichimoku_ics_26,0.9995626892332597,0.9995626892332597
close_rolling_median_20,H1_open,0.999560796039232,0.999560796039232
low,bb_upper,0.999559737806032,0.999559737806032
close_rolling_min_20,H1_low,0.999559503474647,0.999559503474647
sma_50,close_lag_20,0.999559374907207,0.999559374907207
close_rolling_mean_50,close_lag_20,0.999559374907207,0.999559374907207
open,bb_upper,0.9995563468817129,0.9995563468817129
ichimoku_ics_26,close_rolling_q75_10,0.999555860624537,0.999555860624537
close_lag_2,close_lag_20,0.9995552064131058,0.9995552064131058
ema_100,H1_close,0.9995549629470933,0.9995549629470933
ichimoku_ics_26,close_rolling_max_10,0.999554951138624,0.999554951138624
ichimoku_ics_26,close_rolling_median_10,0.9995534186130796,0.9995534186130796
close_rolling_min_50,close_rolling_max_50,0.9995521779874824,0.9995521779874824
close,bb_upper,0.999550802714018,0.999550802714018
ichimoku_ics_26,close_rolling_q25_10,0.999548835476164,0.999548835476164
ema_100,close_rolling_max_20,0.9995479827686391,0.9995479827686391
high,bb_upper,0.9995465879048678,0.9995465879048678
close_rolling_q25_20,H1_open,0.9995464255486934,0.9995464255486934
close_rolling_mean_20,H1_low,0.9995439225330439,0.9995439225330439
bb_middle,H1_low,0.9995439225330439,0.9995439225330439
sma_20,H1_low,0.9995439225330439,0.9995439225330439
ema_5,close_lag_20,0.9995420883180968,0.9995420883180968
close_rolling_q25_20,H1_low,0.9995411143410254,0.9995411143410254
ichimoku_ics_26,close_rolling_min_10,0.9995394708223283,0.9995394708223283
ema_100,close_rolling_min_20,0.9995380863894302,0.9995380863894302
H1_close,H4_close,0.9995331887778551,0.9995331887778551
ema_100,ichimoku_iks_26,0.9995321718777974,0.9995321718777974
close_lag_1,close_lag_20,0.9995305196902766,0.9995305196902766
close_rolling_q25_20,H1_high,0.9995303777966251,0.9995303777966251
ichimoku_iks_26,close_rolling_max_50,0.9995297434798869,0.9995297434798869
sma_50,close_rolling_mean_20,0.999528303579828,0.999528303579828
sma_50,bb_middle,0.999528303579828,0.999528303579828
bb_middle,close_rolling_mean_50,0.999528303579828,0.999528303579828
close_rolling_mean_20,close_rolling_mean_50,0.999528303579828,0.999528303579828
sma_20,sma_50,0.999528303579828,0.999528303579828
sma_20,close_rolling_mean_50,0.999528303579828,0.999528303579828
close_lag_20,H1_open,0.9995247746418987,0.9995247746418987
close_rolling_median_20,H1_low,0.9995237926831884,0.9995237926831884
ema_50,H4_high,0.999523004732781,0.999523004732781
high,H4_high,0.9995229699126398,0.9995229699126398
bb_lower,H1_open,0.9995187174707797,0.9995187174707797
close_rolling_q75_50,close_lag_20,0.999517517050226,0.999517517050226
ichimoku_iks_26,H1_open,0.9995166932451841,0.9995166932451841
ema_20,H4_high,0.9995161112339106,0.9995161112339106
sma_50,close_rolling_median_20,0.9995149870601524,0.9995149870601524
close_rolling_median_20,close_rolling_mean_50,0.9995149870601522,0.9995149870601522
close_rolling_min_20,H1_open,0.999513534132786,0.999513534132786
high,close_lag_20,0.9995123665777157,0.9995123665777157
sma_50,close_rolling_q25_20,0.9995123152954912,0.9995123152954912
close_rolling_q25_20,close_rolling_mean_50,0.9995123152954912,0.9995123152954912
open,close_lag_20,0.9995121335483219,0.9995121335483219
ema_10,H4_high,0.9995099504806471,0.9995099504806471
ichimoku_iks_26,H1_high,0.9995073039532941,0.9995073039532941
ema_5,H4_high,0.9995059409923269,0.9995059409923269
close_rolling_q75_20,close_rolling_mean_50,0.9995058817210499,0.9995058817210499
sma_50,close_rolling_q75_20,0.9995058817210499,0.9995058817210499
close,close_lag_20,0.9995057884251526,0.9995057884251526
low,close_lag_20,0.9995041401529631,0.9995041401529631
close_rolling_q25_50,close_lag_20,0.9995039864521632,0.9995039864521632
ichimoku_ics_26,H1_open,0.9995028429406775,0.9995028429406775
close_rolling_q75_20,H1_low,0.9995023767055471,0.9995023767055471
bb_middle,H1_close,0.999501176701715,0.999501176701715
sma_20,H1_close,0.9995011767017142,0.9995011767017142
close_rolling_mean_20,H1_close,0.9995011767017142,0.9995011767017142
open,H4_high,0.9995007739698181,0.9995007739698181
bb_middle,close_rolling_q75_50,0.9995005309704607,0.9995005309704607
close_rolling_mean_20,close_rolling_q75_50,0.9995005309704607,0.9995005309704607
sma_20,close_rolling_q75_50,0.9995005309704607,0.9995005309704607
close,H4_high,0.9995002549469589,0.9995002549469589
ema_100,H4_high,0.999499581353595,0.999499581353595
close_rolling_max_20,close_rolling_max_50,0.9994986174654042,0.9994986174654042
bb_upper,H1_low,0.9994962867358809,0.9994962867358809
sma_20,close_rolling_median_50,0.9994956104597614,0.9994956104597614
close_rolling_mean_20,close_rolling_median_50,0.9994956104597614,0.9994956104597614
bb_middle,close_rolling_median_50,0.9994956104597612,0.9994956104597612
ema_100,bb_upper,0.9994953278776214,0.9994953278776214
close_rolling_median_20,close_rolling_q75_50,0.9994936202211325,0.9994936202211325
close_rolling_q75_20,close_rolling_q75_50,0.9994911629504412,0.9994911629504412
ichimoku_iks_26,close_rolling_min_50,0.9994908676958421,0.9994908676958421
H1_open,H4_high,0.9994899995170582,0.9994899995170582
ema_100,bb_lower,0.9994875274719349,0.9994875274719349
close_rolling_q75_20,H1_close,0.9994863210324431,0.9994863210324431
sma_50,close_rolling_min_20,0.9994859712479585,0.9994859712479585
close_rolling_min_20,close_rolling_mean_50,0.9994859712479583,0.9994859712479583
close_rolling_max_20,H1_close,0.9994840768756899,0.9994840768756899
close_lag_1,H4_high,0.9994830670301706,0.9994830670301706
close_rolling_q25_20,close_rolling_median_50,0.9994821485242908,0.9994821485242908
close_rolling_max_20,close_rolling_mean_50,0.9994819278456312,0.9994819278456312
sma_50,close_rolling_max_20,0.999481927845631,0.999481927845631
close_rolling_median_20,H1_close,0.9994816998519092,0.9994816998519092
close_rolling_max_20,close_rolling_q75_50,0.9994804985305831,0.9994804985305831
close_rolling_median_20,close_rolling_median_50,0.9994790448801819,0.9994790448801819
close_rolling_max_5,H4_high,0.9994788792465813,0.9994788792465813
bb_lower,close_rolling_max_50,0.9994777629123638,0.9994777629123638
low,H4_high,0.9994775002604033,0.9994775002604033
close_rolling_q25_20,close_rolling_q75_50,0.9994740831408442,0.9994740831408442
close_rolling_q25_20,H1_close,0.9994722246637112,0.9994722246637112
ichimoku_iks_26,H1_low,0.9994718840308274,0.9994718840308274
ema_100,H4_open,0.9994691838602899,0.9994691838602899
close_lag_20,H1_high,0.99946898016963,0.99946898016963
close_rolling_q75_20,close_rolling_median_50,0.9994685861057421,0.9994685861057421
ichimoku_ics_26,close_lag_10,0.9994678844028189,0.9994678844028189
close_rolling_max_20,H1_low,0.9994675760793045,0.9994675760793045
close_rolling_min_20,H1_high,0.99946744445672,0.99946744445672
close_lag_2,H4_high,0.9994658872088931,0.9994658872088931
close_rolling_min_20,close_rolling_median_50,0.9994655980354915,0.9994655980354915
sma_20,close_rolling_q25_50,0.999463331808186,0.999463331808186
close_rolling_mean_20,close_rolling_q25_50,0.999463331808186,0.999463331808186
bb_middle,close_rolling_q25_50,0.999463331808186,0.999463331808186
close_rolling_q25_20,close_rolling_q25_50,0.9994622420062418,0.9994622420062418
H1_close,H4_high,0.9994615673894008,0.9994615673894008
close_rolling_q75_5,H4_high,0.9994612707782917,0.9994612707782917
close_rolling_q75_20,close_rolling_max_50,0.9994586881657352,0.9994586881657352
close_rolling_min_20,close_rolling_q25_50,0.9994576497064119,0.9994576497064119
close_rolling_min_20,H1_close,0.9994536418012654,0.9994536418012654
close_rolling_median_20,close_rolling_q25_50,0.9994506928085074,0.9994506928085074
close_lag_3,H4_high,0.9994487522796905,0.9994487522796905
sma_5,H4_high,0.999448627924487,0.999448627924487
close_rolling_mean_5,H4_high,0.999448627924487,0.999448627924487
close_rolling_max_20,close_rolling_median_50,0.9994478648494957,0.9994478648494957
bb_upper,H1_open,0.9994456806787987,0.9994456806787987
sma_50,bb_upper,0.9994445054028653,0.9994445054028653
bb_upper,close_rolling_mean_50,0.9994445054028651,0.9994445054028651
close_rolling_median_5,H4_high,0.9994443674081264,0.9994443674081264
ema_100,ichimoku_ics_26,0.9994436077264719,0.9994436077264719
bb_lower,close_rolling_q75_50,0.9994390769637009,0.9994390769637009
close_rolling_min_20,close_rolling_min_50,0.999436725545856,0.999436725545856
H1_close,H4_low,0.9994331875574988,0.9994331875574988
bb_middle,close_rolling_max_50,0.9994319587285947,0.9994319587285947
sma_20,close_rolling_max_50,0.9994319587285945,0.9994319587285945
close_rolling_mean_20,close_rolling_max_50,0.9994319587285945,0.9994319587285945
bb_lower,H1_close,0.9994315872079848,0.9994315872079848
close_rolling_max_10,H4_high,0.999431415364964,0.999431415364964
H1_open,H4_open,0.9994291549479094,0.9994291549479094
bb_upper,close_rolling_q25_50,0.9994289738075844,0.9994289738075844
close_rolling_q25_5,H4_high,0.9994257699881786,0.9994257699881786
close_rolling_q75_20,close_rolling_q25_50,0.9994257668870593,0.9994257668870593
bb_upper,close_rolling_median_50,0.999423893347499,0.999423893347499
low,H4_low,0.9994223259813634,0.9994223259813634
bb_lower,close_rolling_mean_50,0.9994212322296829,0.9994212322296829
sma_50,bb_lower,0.9994212322296827,0.9994212322296827
close_rolling_median_20,close_rolling_max_50,0.9994153257657492,0.9994153257657492
bb_upper,close_rolling_min_50,0.9994152868521017,0.9994152868521017
close_lag_20,H1_low,0.9994150555400536,0.9994150555400536
close_lag_5,H4_high,0.9994143251732479,0.9994143251732479
ichimoku_iks_26,H1_close,0.9994132181222471,0.9994132181222471
close_rolling_min_20,close_rolling_q75_50,0.9994120397347402,0.9994120397347402
close_rolling_max_50,close_lag_20,0.9994085122128424,0.9994085122128424
ema_10,H4_low,0.9994060643615339,0.9994060643615339
ema_5,H4_low,0.9994059780011602,0.9994059780011602
ema_20,H4_low,0.9994041725739022,0.9994041725739022
close,H4_low,0.9994033772266208,0.9994033772266208
open,H4_low,0.9994023487510394,0.9994023487510394
close_rolling_q75_10,H4_high,0.9994021859131675,0.9994021859131675
close_rolling_min_5,H4_high,0.9994014502203422,0.9994014502203422
bb_lower,H1_low,0.9994002842418499,0.9994002842418499
close_rolling_q25_20,close_rolling_min_50,0.9993985890439662,0.9993985890439662
ichimoku_its_9,H4_high,0.9993962454634306,0.9993962454634306
H4_open,H4_high,0.9993904970650097,0.9993904970650097
ichimoku_ics_26,close_rolling_mean_20,0.9993895052377734,0.9993895052377734
sma_20,ichimoku_ics_26,0.9993895052377733,0.9993895052377733
ichimoku_ics_26,bb_middle,0.9993895052377728,0.9993895052377728
ema_50,H4_open,0.9993889347191404,0.9993889347191404
H4_close,H4_low,0.9993853013257809,0.9993853013257809
bb_upper,H1_high,0.9993852216063315,0.9993852216063315
close_rolling_min_50,close_lag_20,0.9993852013986476,0.9993852013986476
ema_50,H4_low,0.9993849902011813,0.9993849902011813
close_lag_1,H4_low,0.9993846615175487,0.9993846615175487
high,H4_low,0.9993828279222905,0.9993828279222905
sma_10,H4_high,0.9993819782247578,0.9993819782247578
close_rolling_mean_10,H4_high,0.9993819782247578,0.9993819782247578
sma_50,close_lag_10,0.9993812829190656,0.9993812829190656
close_rolling_mean_50,close_lag_10,0.9993812829190656,0.9993812829190656
close_rolling_max_20,close_rolling_q25_50,0.9993800353708147,0.9993800353708147
bb_upper,H1_close,0.9993791533443517,0.9993791533443517
H1_open,H4_low,0.9993781467032581,0.9993781467032581
bb_lower,close_rolling_median_50,0.999376520046019,0.999376520046019
ichimoku_ics_26,close_rolling_q75_20,0.9993755595268777,0.9993755595268777
ichimoku_ics_26,close_rolling_max_20,0.9993751279621589,0.9993751279621589
sma_20,close_rolling_min_50,0.9993747978427654,0.9993747978427654
close_rolling_mean_20,close_rolling_min_50,0.9993747978427654,0.9993747978427654
bb_middle,close_rolling_min_50,0.9993747978427652,0.9993747978427652
close,H4_close,0.9993745885692482,0.9993745885692482
close_rolling_median_10,H4_high,0.9993744220876568,0.9993744220876568
low,H4_close,0.9993736771888224,0.9993736771888224
bb_upper,close_rolling_q75_50,0.9993709088708742,0.9993709088708742
ichimoku_ics_26,close_rolling_median_20,0.9993697377247208,0.9993697377247208
high,H4_close,0.9993695526077682,0.9993695526077682
open,H4_close,0.9993690577349159,0.9993690577349159
close_rolling_min_5,H4_low,0.9993681883967254,0.9993681883967254
H1_low,H4_close,0.9993680625387122,0.9993680625387122
ema_5,H4_close,0.9993675961317672,0.9993675961317672
ichimoku_ics_26,H4_close,0.9993662422649977,0.9993662422649977
close_lag_2,H4_low,0.9993659564341902,0.9993659564341902
close_rolling_q25_20,close_rolling_max_50,0.9993646487140508,0.9993646487140508
close_rolling_q75_50,close_lag_10,0.9993603424762291,0.9993603424762291
ichimoku_ics_26,close_rolling_q25_20,0.999359319679742,0.999359319679742
ema_10,H4_close,0.9993561305923059,0.9993561305923059
close_rolling_median_20,close_rolling_min_50,0.9993559969812519,0.9993559969812519
close_rolling_q25_5,H4_low,0.9993550205982261,0.9993550205982261
close_lag_1,H4_close,0.9993512291597645,0.9993512291597645
sma_5,H4_low,0.999348589074231,0.999348589074231
close_rolling_mean_5,H4_low,0.999348589074231,0.999348589074231
close_lag_3,H4_low,0.9993471919497131,0.9993471919497131
H1_high,H4_close,0.9993463327041139,0.9993463327041139
close_rolling_median_50,close_lag_10,0.9993459994956451,0.9993459994956451
close_rolling_median_5,H4_low,0.9993429186343842,0.9993429186343842
close_rolling_q25_10,H4_high,0.999342754338595,0.999342754338595
close_rolling_mean_10,close_rolling_mean_50,0.9993408056193407,0.9993408056193407
sma_10,close_rolling_mean_50,0.9993408056193407,0.9993408056193407
sma_10,sma_50,0.9993408056193407,0.9993408056193407
sma_50,close_rolling_mean_10,0.9993408056193407,0.9993408056193407
ichimoku_ics_26,close_rolling_min_20,0.999340367610937,0.999340367610937
